DATE/TIME,"Limbang, SARAWAK","ILP Miri, SARAWAK","Kapit, SARAWAK","Samarahan, SARAWAK","Kuching, SARAWAK"
1/3/2019 19:00,35,21,26,24,37
1/3/2019 20:00,33,24,29,26,42
1/3/2019 21:00,33,25,31,28,48
1/3/2019 22:00,32,26,32,29,49
1/3/2019 23:00,31,25,32,30,51
1/4/2019 0:00,30,26,33,31,51
1/4/2019 1:00,29,27,34,32,52
1/4/2019 2:00,29,26,36,33,52
1/4/2019 3:00,29,26,35,35,52
1/4/2019 4:00,29,25,36,35,53
1/4/2019 5:00,29,24,37,36,53
1/4/2019 6:00,29,24,37,36,53
1/4/2019 7:00,28,25,38,36,53
1/4/2019 8:00,28,23,37,36,53
1/4/2019 9:00,29,23,38,38,53
1/4/2019 10:00,30,23,38,39,53
1/4/2019 11:00,29,22,38,40,53
1/4/2019 12:00,29,22,38,39,53
1/4/2019 13:00,29,21,39,37,53
1/4/2019 14:00,29,21,40,37,54
1/4/2019 15:00,30,22,39,35,53
1/4/2019 16:00,31,23,41,34,53
1/4/2019 17:00,30,23,40,32,53
1/4/2019 18:00,31,24,39,33,53
1/4/2019 19:00,37,25,36,34,53
1/4/2019 20:00,38,22,34,33,53
1/4/2019 21:00,38,23,34,33,52
1/4/2019 22:00,39,23,35,33,52
1/4/2019 23:00,40,24,36,34,52
1/5/2019 0:00,41,24,37,33,52
1/5/2019 1:00,42,22,36,33,52
1/5/2019 2:00,43,22,35,33,52
1/5/2019 3:00,43,23,35,33,52
1/5/2019 4:00,43,24,35,33,52
1/5/2019 5:00,43,24,35,33,52
1/5/2019 6:00,44,25,35,34,52
1/5/2019 7:00,44,24,34,35,52
1/5/2019 8:00,45,25,36,37,52
1/5/2019 9:00,44,26,37,38,53
1/5/2019 10:00,43,26,36,38,52
1/5/2019 11:00,44,27,37,39,52
1/5/2019 12:00,44,28,38,39,52
1/5/2019 13:00,44,28,38,39,52
1/5/2019 14:00,44,29,37,38,52
1/5/2019 15:00,44,29,38,38,52
1/5/2019 16:00,44,29,37,39,52
1/5/2019 17:00,45,29,40,41,52
1/5/2019 18:00,45,29,42,41,52
1/5/2019 19:00,38,29,44,40,52
1/5/2019 20:00,39,29,45,39,51
1/5/2019 21:00,40,28,44,39,51
1/5/2019 22:00,40,28,43,39,51
1/5/2019 23:00,40,26,43,40,52
1/6/2019 0:00,40,25,42,40,52
1/6/2019 1:00,40,25,42,41,51
1/6/2019 2:00,40,25,42,42,51
1/6/2019 3:00,40,25,42,42,51
1/6/2019 4:00,40,25,43,43,51
1/6/2019 5:00,40,24,42,43,51
1/6/2019 6:00,40,23,42,43,52
1/6/2019 7:00,40,24,42,42,51
1/6/2019 8:00,40,25,41,41,51
1/6/2019 9:00,41,25,39,39,51
1/6/2019 10:00,41,25,40,38,51
1/6/2019 11:00,42,25,39,38,51
1/6/2019 12:00,42,24,38,38,51
1/6/2019 13:00,42,26,39,37,51
1/6/2019 14:00,42,25,39,36,50
1/6/2019 15:00,41,25,38,37,49
1/6/2019 16:00,41,25,39,35,48
1/6/2019 17:00,40,26,37,34,48
1/6/2019 18:00,40,25,36,33,49
1/6/2019 19:00,40,25,33,32,49
1/6/2019 20:00,39,27,34,32,49
1/6/2019 21:00,38,27,35,32,49
1/6/2019 22:00,38,27,34,31,47
1/6/2019 23:00,38,28,34,29,48
1/7/2019 0:00,39,29,33,28,48
1/7/2019 1:00,40,29,33,26,48
1/7/2019 2:00,41,29,33,25,47
1/7/2019 3:00,42,29,33,24,45
1/7/2019 4:00,41,29,33,23,44
1/7/2019 5:00,41,30,33,22,43
1/7/2019 6:00,42,30,35,21,42
1/7/2019 7:00,42,30,36,20,43
1/7/2019 8:00,53,31,36,20,45
1/7/2019 9:00,54,31,37,19,45
1/7/2019 10:00,54,32,38,19,45
1/7/2019 11:00,54,33,38,19,46
1/7/2019 12:00,54,31,39,21,47
1/7/2019 13:00,54,30,39,22,47
1/7/2019 14:00,54,30,40,22,49
1/7/2019 15:00,55,31,41,23,50
1/7/2019 16:00,55,31,41,23,51
1/7/2019 17:00,55,30,42,23,50
1/7/2019 18:00,55,31,42,23,49
1/7/2019 19:00,54,30,45,23,49
1/7/2019 20:00,54,28,46,23,49
1/7/2019 21:00,54,27,43,22,48
1/7/2019 22:00,54,28,43,22,47
1/7/2019 23:00,54,27,43,22,45
1/8/2019 0:00,54,28,43,22,44
1/8/2019 1:00,53,28,42,21,43
1/8/2019 2:00,53,29,42,21,42
1/8/2019 3:00,53,29,42,21,42
1/8/2019 4:00,53,30,41,21,42
1/8/2019 5:00,53,29,40,21,42
1/8/2019 6:00,53,29,39,21,41
1/8/2019 7:00,53,29,39,20,41
1/8/2019 8:00,42,29,39,20,40
1/8/2019 9:00,35,29,39,20,39
1/8/2019 10:00,33,28,38,19,38
1/8/2019 11:00,32,27,39,18,36
1/8/2019 12:00,31,27,40,17,36
1/8/2019 13:00,31,26,39,18,36
1/8/2019 14:00,31,25,38,18,35
1/8/2019 15:00,31,24,37,18,35
1/8/2019 16:00,31,24,36,19,35
1/8/2019 17:00,36,24,36,19,36
1/8/2019 18:00,42,24,35,18,36
1/8/2019 19:00,51,24,33,18,35
1/8/2019 20:00,52,25,32,18,34
1/8/2019 21:00,54,26,34,18,34
1/8/2019 22:00,54,26,34,17,35
1/8/2019 23:00,54,26,34,17,33
1/9/2019 0:00,54,26,34,17,33
1/9/2019 1:00,54,27,36,18,33
1/9/2019 2:00,54,28,36,18,34
1/9/2019 3:00,54,27,36,18,33
1/9/2019 4:00,54,26,36,17,34
1/9/2019 5:00,54,27,36,17,33
1/9/2019 6:00,54,26,36,18,33
1/9/2019 7:00,54,26,35,18,31
1/9/2019 8:00,54,24,35,18,30
1/9/2019 9:00,54,23,34,19,30
1/9/2019 10:00,53,23,33,19,30
1/9/2019 11:00,53,22,33,20,30
1/9/2019 12:00,53,22,30,19,30
1/9/2019 13:00,53,23,31,18,30
1/9/2019 14:00,53,26,30,17,29
1/9/2019 15:00,53,26,30,17,28
1/9/2019 16:00,53,25,29,16,27
1/9/2019 17:00,52,25,29,16,26
1/9/2019 18:00,47,26,29,15,27
1/9/2019 19:00,42,26,27,15,28
1/9/2019 20:00,36,26,26,16,29
1/9/2019 21:00,29,25,25,16,30
1/9/2019 22:00,30,26,24,16,29
1/9/2019 23:00,30,25,24,16,30
1/10/2019 0:00,30,25,24,17,29
1/10/2019 1:00,30,25,23,16,29
1/10/2019 2:00,31,24,24,15,29
1/10/2019 3:00,31,23,23,16,28
1/10/2019 4:00,32,24,24,16,28
1/10/2019 5:00,31,24,24,16,28
1/10/2019 6:00,32,25,24,16,29
1/10/2019 7:00,33,25,24,15,29
1/10/2019 8:00,34,27,22,15,29
1/10/2019 9:00,35,27,23,15,30
1/10/2019 10:00,35,29,24,16,39
1/10/2019 11:00,37,30,24,15,41
1/10/2019 12:00,38,30,25,16,41
1/10/2019 13:00,39,30,25,16,42
1/10/2019 14:00,39,29,25,16,43
1/10/2019 15:00,40,30,26,16,44
1/10/2019 16:00,40,31,27,18,44
1/10/2019 17:00,40,32,28,19,45
1/10/2019 18:00,40,32,28,20,45
1/10/2019 19:00,36,32,31,22,44
1/10/2019 20:00,35,32,32,32,44
1/10/2019 21:00,34,33,35,44,44
1/10/2019 22:00,33,32,37,45,46
1/10/2019 23:00,32,32,38,46,47
1/11/2019 0:00,33,32,38,46,49
1/11/2019 1:00,34,32,38,49,50
1/11/2019 2:00,34,33,38,49,51
1/11/2019 3:00,34,33,38,51,52
1/11/2019 4:00,34,33,38,51,52
1/11/2019 5:00,35,33,39,52,52
1/11/2019 6:00,35,33,40,52,52
1/11/2019 7:00,34,33,42,52,52
1/11/2019 8:00,34,33,42,52,52
1/11/2019 9:00,35,33,42,52,52
1/11/2019 10:00,35,32,42,52,50
1/11/2019 11:00,33,32,41,52,47
1/11/2019 12:00,32,33,41,51,48
1/11/2019 13:00,32,34,40,52,49
1/11/2019 14:00,33,34,40,52,49
1/11/2019 15:00,33,33,40,52,48
1/11/2019 16:00,32,34,40,52,48
1/11/2019 17:00,32,33,40,52,48
1/11/2019 18:00,32,31,41,52,48
1/11/2019 19:00,33,32,39,51,49
1/11/2019 20:00,32,32,39,44,49
1/11/2019 21:00,32,31,38,32,49
1/11/2019 22:00,32,31,36,32,49
1/11/2019 23:00,32,32,35,32,49
1/12/2019 0:00,32,32,35,31,49
1/12/2019 1:00,32,32,34,31,48
1/12/2019 2:00,33,31,33,32,47
1/12/2019 3:00,33,30,33,33,46
1/12/2019 4:00,32,31,33,35,45
1/12/2019 5:00,32,31,32,34,44
1/12/2019 6:00,33,31,31,34,43
1/12/2019 7:00,33,32,30,34,41
1/12/2019 8:00,33,32,31,35,40
1/12/2019 9:00,33,32,32,35,39
1/12/2019 10:00,33,32,31,36,38
1/12/2019 11:00,36,31,30,37,38
1/12/2019 12:00,36,30,30,36,36
1/12/2019 13:00,37,30,31,36,35
1/12/2019 14:00,40,29,31,36,35
1/12/2019 15:00,47,29,29,34,35
1/12/2019 16:00,52,30,28,34,35
1/12/2019 17:00,53,31,28,33,35
1/12/2019 18:00,55,32,29,34,35
1/12/2019 19:00,56,30,29,35,34
1/12/2019 20:00,58,31,29,34,34
1/12/2019 21:00,59,31,29,35,34
1/12/2019 22:00,60,32,29,34,35
1/12/2019 23:00,60,32,29,35,35
1/13/2019 0:00,61,32,28,35,34
1/13/2019 1:00,61,32,29,34,35
1/13/2019 2:00,60,32,29,33,34
1/13/2019 3:00,60,33,30,33,33
1/13/2019 4:00,60,32,30,31,32
1/13/2019 5:00,60,32,30,31,32
1/13/2019 6:00,60,32,29,30,31
1/13/2019 7:00,60,32,30,29,32
1/13/2019 8:00,60,32,29,29,32
1/13/2019 9:00,60,32,28,28,31
1/13/2019 10:00,59,33,31,28,32
1/13/2019 11:00,59,34,31,27,31
1/13/2019 12:00,59,34,32,27,32
1/13/2019 13:00,59,34,32,26,32
1/13/2019 14:00,58,34,33,27,30
1/13/2019 15:00,57,34,34,27,30
1/13/2019 16:00,55,33,34,27,29
1/13/2019 17:00,54,32,34,27,29
1/13/2019 18:00,52,32,32,25,28
1/13/2019 19:00,44,33,30,24,29
1/13/2019 20:00,35,33,29,23,28
1/13/2019 21:00,26,33,28,22,27
1/13/2019 22:00,21,33,29,24,25
1/13/2019 23:00,21,34,29,24,23
1/14/2019 0:00,22,33,29,23,22
1/14/2019 1:00,23,33,28,23,21
1/14/2019 2:00,23,34,29,21,22
1/14/2019 3:00,23,34,30,19,22
1/14/2019 4:00,22,34,29,19,22
1/14/2019 5:00,23,34,30,19,23
1/14/2019 6:00,21,34,29,19,23
1/14/2019 7:00,22,34,28,20,23
1/14/2019 8:00,23,35,29,20,25
1/14/2019 9:00,24,34,30,20,29
1/14/2019 10:00,25,34,29,20,30
1/14/2019 11:00,24,34,30,21,32
1/14/2019 12:00,24,35,28,23,32
1/14/2019 13:00,25,35,28,24,32
1/14/2019 14:00,24,35,28,23,34
1/14/2019 15:00,24,36,30,24,34
1/14/2019 16:00,25,37,29,24,36
1/14/2019 17:00,27,38,30,24,37
1/14/2019 18:00,28,38,31,23,37
1/14/2019 19:00,28,37,33,23,37
1/14/2019 20:00,28,37,34,23,40
1/14/2019 21:00,28,37,36,24,41
1/14/2019 22:00,28,36,35,22,43
1/14/2019 23:00,27,35,36,21,45
1/15/2019 0:00,26,37,37,22,47
1/15/2019 1:00,26,38,38,21,47
1/15/2019 2:00,26,38,38,21,48
1/15/2019 3:00,27,38,37,21,48
1/15/2019 4:00,26,38,38,21,48
1/15/2019 5:00,27,40,38,20,49
1/15/2019 6:00,28,39,39,19,49
1/15/2019 7:00,27,39,41,18,50
1/15/2019 8:00,27,39,41,18,50
1/15/2019 9:00,26,40,41,19,49
1/15/2019 10:00,25,40,40,19,49
1/15/2019 11:00,25,40,40,20,49
1/15/2019 12:00,26,39,41,20,49
1/15/2019 13:00,25,40,39,21,49
1/15/2019 14:00,24,40,38,21,50
1/15/2019 15:00,24,38,38,19,49
1/15/2019 16:00,23,38,40,20,49
1/15/2019 17:00,23,38,39,19,48
1/15/2019 18:00,23,39,38,20,49
1/15/2019 19:00,23,40,39,20,49
1/15/2019 20:00,23,40,39,20,47
1/15/2019 21:00,22,40,41,19,47
1/15/2019 22:00,23,41,42,19,47
1/15/2019 23:00,23,41,42,19,46
1/16/2019 0:00,23,39,41,20,44
1/16/2019 1:00,22,39,41,25,43
1/16/2019 2:00,22,39,42,28,42
1/16/2019 3:00,21,39,43,30,42
1/16/2019 4:00,21,40,43,30,43
1/16/2019 5:00,20,40,44,30,43
1/16/2019 6:00,20,40,44,32,43
1/16/2019 7:00,20,40,43,32,42
1/16/2019 8:00,20,39,41,32,42
1/16/2019 9:00,20,38,42,32,40
1/16/2019 10:00,20,38,43,32,39
1/16/2019 11:00,21,38,43,31,38
1/16/2019 12:00,21,37,44,30,37
1/16/2019 13:00,21,37,45,29,38
1/16/2019 14:00,21,37,46,30,38
1/16/2019 15:00,21,36,47,31,39
1/16/2019 16:00,21,34,46,31,38
1/16/2019 17:00,22,36,46,31,38
1/16/2019 18:00,22,34,47,31,36
1/16/2019 19:00,22,34,46,31,35
1/16/2019 20:00,23,35,44,30,34
1/16/2019 21:00,22,36,42,31,34
1/16/2019 22:00,21,36,41,30,32
1/16/2019 23:00,21,36,40,31,34
1/17/2019 0:00,21,37,40,29,34
1/17/2019 1:00,21,37,39,25,35
1/17/2019 2:00,21,37,38,22,35
1/17/2019 3:00,20,38,36,21,36
1/17/2019 4:00,20,38,35,21,36
1/17/2019 5:00,19,37,34,21,36
1/17/2019 6:00,20,38,33,20,35
1/17/2019 7:00,20,38,33,20,37
1/17/2019 8:00,20,38,32,21,38
1/17/2019 9:00,20,37,33,24,40
1/17/2019 10:00,20,38,33,26,41
1/17/2019 11:00,20,38,31,26,43
1/17/2019 12:00,20,37,30,26,42
1/17/2019 13:00,19,37,29,25,40
1/17/2019 14:00,20,38,28,24,40
1/17/2019 15:00,21,38,26,24,40
1/17/2019 16:00,21,38,26,24,40
1/17/2019 17:00,20,37,26,25,42
1/17/2019 18:00,20,38,30,24,42
1/17/2019 19:00,20,38,30,26,44
1/17/2019 20:00,21,38,32,28,44
1/17/2019 21:00,22,38,31,28,45
1/17/2019 22:00,24,39,31,29,46
1/17/2019 23:00,25,39,32,28,45
1/18/2019 0:00,28,39,32,30,45
1/18/2019 1:00,29,41,32,30,44
1/18/2019 2:00,30,40,33,30,43
1/18/2019 3:00,32,40,34,29,42
1/18/2019 4:00,33,40,34,30,42
1/18/2019 5:00,34,40,35,30,42
1/18/2019 6:00,34,38,37,30,42
1/18/2019 7:00,35,39,37,31,42
1/18/2019 8:00,36,40,39,30,41
1/18/2019 9:00,36,42,38,28,38
1/18/2019 10:00,36,43,36,25,38
1/18/2019 11:00,37,44,38,25,37
1/18/2019 12:00,38,44,38,27,39
1/18/2019 13:00,38,45,38,27,39
1/18/2019 14:00,38,45,39,28,39
1/18/2019 15:00,39,46,39,29,40
1/18/2019 16:00,39,47,40,28,40
1/18/2019 17:00,40,48,41,30,40
1/18/2019 18:00,40,48,39,31,41
1/18/2019 19:00,41,48,37,28,41
1/18/2019 20:00,41,47,37,29,41
1/18/2019 21:00,41,48,38,28,40
1/18/2019 22:00,41,45,39,29,39
1/18/2019 23:00,42,46,39,30,38
1/19/2019 0:00,40,46,40,30,38
1/19/2019 1:00,40,45,40,30,39
1/19/2019 2:00,40,46,40,31,39
1/19/2019 3:00,40,47,39,32,39
1/19/2019 4:00,41,47,40,31,38
1/19/2019 5:00,41,48,40,31,38
1/19/2019 6:00,41,49,39,35,39
1/19/2019 7:00,41,51,40,34,38
1/19/2019 8:00,41,51,38,35,37
1/19/2019 9:00,41,52,38,35,40
1/19/2019 10:00,41,52,38,36,39
1/19/2019 11:00,40,52,38,35,38
1/19/2019 12:00,41,52,39,35,38
1/19/2019 13:00,41,52,40,36,38
1/19/2019 14:00,41,52,41,37,39
1/19/2019 15:00,41,52,41,38,39
1/19/2019 16:00,40,52,41,38,40
1/19/2019 17:00,40,52,42,35,40
1/19/2019 18:00,40,52,39,35,39
1/19/2019 19:00,41,51,38,35,39
1/19/2019 20:00,41,51,37,33,38
1/19/2019 21:00,41,51,35,33,37
1/19/2019 22:00,42,52,34,33,36
1/19/2019 23:00,42,52,34,32,36
1/20/2019 0:00,42,52,35,32,37
1/20/2019 1:00,42,52,35,32,38
1/20/2019 2:00,42,52,34,32,40
1/20/2019 3:00,41,51,35,33,41
1/20/2019 4:00,41,51,35,33,42
1/20/2019 5:00,41,51,34,32,43
1/20/2019 6:00,41,51,34,28,42
1/20/2019 7:00,41,48,33,29,42
1/20/2019 8:00,40,47,33,29,42
1/20/2019 9:00,40,46,32,29,39
1/20/2019 10:00,40,46,33,28,39
1/20/2019 11:00,40,46,31,28,39
1/20/2019 12:00,40,45,30,27,38
1/20/2019 13:00,40,46,29,26,37
1/20/2019 14:00,40,47,29,23,35
1/20/2019 15:00,40,46,29,24,33
1/20/2019 16:00,40,46,27,25,32
1/20/2019 17:00,41,47,27,27,31
1/20/2019 18:00,40,47,29,27,31
1/20/2019 19:00,38,46,33,30,32
1/20/2019 20:00,38,46,35,31,32
1/20/2019 21:00,37,47,35,33,32
1/20/2019 22:00,36,47,37,32,32
1/20/2019 23:00,35,46,36,32,32
1/21/2019 0:00,35,44,35,32,31
1/21/2019 1:00,34,43,36,32,29
1/21/2019 2:00,33,43,36,31,27
1/21/2019 3:00,33,43,36,31,26
1/21/2019 4:00,33,43,35,31,25
1/21/2019 5:00,33,44,36,31,24
1/21/2019 6:00,33,43,36,31,23
1/21/2019 7:00,33,43,37,29,23
1/21/2019 8:00,32,43,39,29,24
1/21/2019 9:00,33,42,40,29,25
1/21/2019 10:00,32,42,40,29,26
1/21/2019 11:00,33,42,41,29,25
1/21/2019 12:00,33,41,41,28,25
1/21/2019 13:00,34,40,42,27,26
1/21/2019 14:00,34,41,42,27,28
1/21/2019 15:00,35,41,42,26,29
1/21/2019 16:00,35,42,42,24,29
1/21/2019 17:00,35,42,41,23,29
1/21/2019 18:00,36,41,39,22,29
1/21/2019 19:00,36,41,37,19,28
1/21/2019 20:00,35,41,35,19,28
1/21/2019 21:00,35,41,35,17,29
1/21/2019 22:00,35,40,35,17,30
1/21/2019 23:00,36,40,36,17,31
1/22/2019 0:00,36,40,36,17,31
1/22/2019 1:00,37,42,35,17,32
1/22/2019 2:00,38,43,36,16,35
1/22/2019 3:00,38,43,36,16,37
1/22/2019 4:00,38,42,37,16,37
1/22/2019 5:00,39,42,37,16,38
1/22/2019 6:00,39,44,36,16,39
1/22/2019 7:00,39,45,36,17,41
1/22/2019 8:00,40,45,34,17,41
1/22/2019 9:00,41,45,36,17,43
1/22/2019 10:00,42,44,36,19,43
1/22/2019 11:00,41,46,36,20,44
1/22/2019 12:00,41,46,38,20,44
1/22/2019 13:00,41,46,38,20,44
1/22/2019 14:00,40,43,37,20,43
1/22/2019 15:00,39,43,37,21,43
1/22/2019 16:00,38,43,39,21,43
1/22/2019 17:00,37,43,41,21,44
1/22/2019 18:00,37,43,41,21,46
1/22/2019 19:00,38,43,40,22,46
1/22/2019 20:00,40,43,40,22,49
1/22/2019 21:00,40,43,39,22,51
1/22/2019 22:00,40,43,37,21,52
1/22/2019 23:00,40,43,36,22,52
1/23/2019 0:00,39,43,35,21,52
1/23/2019 1:00,38,43,36,21,52
1/23/2019 2:00,38,43,35,21,52
1/23/2019 3:00,37,43,33,20,52
1/23/2019 4:00,37,44,33,20,52
1/23/2019 5:00,37,42,33,20,52
1/23/2019 6:00,35,42,32,19,52
1/23/2019 7:00,35,42,32,20,52
1/23/2019 8:00,34,43,32,20,52
1/23/2019 9:00,33,42,29,21,52
1/23/2019 10:00,31,41,29,20,52
1/23/2019 11:00,31,39,29,19,52
1/23/2019 12:00,30,41,27,20,53
1/23/2019 13:00,30,42,25,21,53
1/23/2019 14:00,30,42,25,23,53
1/23/2019 15:00,30,42,26,24,53
1/23/2019 16:00,30,42,23,25,53
1/23/2019 17:00,29,41,22,25,53
1/23/2019 18:00,29,40,23,26,53
1/23/2019 19:00,27,41,24,27,53
1/23/2019 20:00,25,41,27,28,53
1/23/2019 21:00,25,40,30,28,53
1/23/2019 22:00,24,43,33,28,52
1/23/2019 23:00,23,46,35,29,52
1/24/2019 0:00,23,47,35,29,52
1/24/2019 1:00,23,48,35,29,52
1/24/2019 2:00,23,47,35,29,52
1/24/2019 3:00,22,48,36,29,52
1/24/2019 4:00,22,50,37,30,52
1/24/2019 5:00,22,51,36,30,52
1/24/2019 6:00,22,52,37,30,52
1/24/2019 7:00,22,52,36,30,52
1/24/2019 8:00,22,53,36,30,51
1/24/2019 9:00,22,53,37,28,50
1/24/2019 10:00,22,53,37,27,50
1/24/2019 11:00,23,53,37,28,51
1/24/2019 12:00,22,53,38,28,50
1/24/2019 13:00,22,53,40,27,49
1/24/2019 14:00,22,52,39,26,47
1/24/2019 15:00,23,53,41,28,47
1/24/2019 16:00,24,52,42,28,48
1/24/2019 17:00,24,52,44,28,47
1/24/2019 18:00,25,53,43,28,47
1/24/2019 19:00,26,53,43,28,47
1/24/2019 20:00,27,53,40,28,46
1/24/2019 21:00,28,53,38,28,46
1/24/2019 22:00,28,53,36,29,46
1/24/2019 23:00,29,53,34,29,46
1/25/2019 0:00,29,53,36,30,46
1/25/2019 1:00,29,53,35,31,46
1/25/2019 2:00,29,53,35,31,46
1/25/2019 3:00,30,53,35,32,46
1/25/2019 4:00,30,53,35,33,45
1/25/2019 5:00,30,53,36,34,45
1/25/2019 6:00,31,52,36,35,47
1/25/2019 7:00,39,52,37,35,47
1/25/2019 8:00,41,52,37,36,48
1/25/2019 9:00,41,52,36,38,49
1/25/2019 10:00,42,52,38,40,50
1/25/2019 11:00,42,52,41,42,50
1/25/2019 12:00,42,52,41,41,50
1/25/2019 13:00,43,52,41,41,51
1/25/2019 14:00,42,52,41,41,51
1/25/2019 15:00,42,52,42,39,50
1/25/2019 16:00,42,52,41,39,49
1/25/2019 17:00,42,53,41,39,49
1/25/2019 18:00,42,52,42,38,50
1/25/2019 19:00,43,52,41,37,49
1/25/2019 20:00,44,53,41,37,49
1/25/2019 21:00,44,53,42,37,49
1/25/2019 22:00,44,53,43,36,49
1/25/2019 23:00,44,52,43,36,49
1/26/2019 0:00,44,53,42,36,49
1/26/2019 1:00,44,53,43,36,50
1/26/2019 2:00,45,53,42,35,51
1/26/2019 3:00,45,53,42,35,51
1/26/2019 4:00,45,53,41,35,51
1/26/2019 5:00,45,53,41,35,51
1/26/2019 6:00,45,52,41,35,50
1/26/2019 7:00,37,52,40,34,51
1/26/2019 8:00,35,52,40,34,51
1/26/2019 9:00,35,52,40,34,50
1/26/2019 10:00,35,52,37,33,49
1/26/2019 11:00,35,52,35,32,49
1/26/2019 12:00,35,52,34,34,48
1/26/2019 13:00,34,52,34,35,48
1/26/2019 14:00,34,52,34,36,48
1/26/2019 15:00,33,52,33,37,47
1/26/2019 16:00,31,52,32,37,47
1/26/2019 17:00,30,52,31,37,47
1/26/2019 18:00,29,52,32,39,46
1/26/2019 19:00,27,53,32,39,46
1/26/2019 20:00,25,53,32,40,45
1/26/2019 21:00,24,53,31,41,44
1/26/2019 22:00,22,53,30,41,44
1/26/2019 23:00,21,53,30,41,43
1/27/2019 0:00,21,53,30,41,42
1/27/2019 1:00,20,52,29,41,41
1/27/2019 2:00,20,52,30,41,40
1/27/2019 3:00,19,52,30,41,39
1/27/2019 4:00,18,53,30,39,38
1/27/2019 5:00,17,52,30,39,38
1/27/2019 6:00,17,52,30,38,38
1/27/2019 7:00,16,52,29,37,37
1/27/2019 8:00,15,52,31,37,37
1/27/2019 9:00,14,52,32,36,36
1/27/2019 10:00,14,52,33,35,35
1/27/2019 11:00,13,52,33,35,35
1/27/2019 12:00,12,53,35,35,35
1/27/2019 13:00,12,52,34,33,35
1/27/2019 14:00,12,52,33,32,34
1/27/2019 15:00,12,52,33,31,34
1/27/2019 16:00,13,52,34,29,33
1/27/2019 17:00,13,52,33,27,33
1/27/2019 18:00,13,52,33,26,32
1/27/2019 19:00,13,52,34,26,32
1/27/2019 20:00,13,52,35,25,32
1/27/2019 21:00,15,52,35,24,31
1/27/2019 22:00,15,52,36,24,31
1/27/2019 23:00,17,52,37,23,32
1/28/2019 0:00,17,52,37,24,33
1/28/2019 1:00,18,52,37,24,34
1/28/2019 2:00,18,52,37,25,35
1/28/2019 3:00,18,52,37,25,36
1/28/2019 4:00,18,52,37,25,36
1/28/2019 5:00,18,53,38,26,37
1/28/2019 6:00,18,53,38,26,36
1/28/2019 7:00,19,53,38,27,38
1/28/2019 8:00,20,53,38,27,38
1/28/2019 9:00,20,53,38,27,39
1/28/2019 10:00,20,53,36,25,40
